From	Entry	Reviewed	Entry Name	Protein names
BRAF_HUMAN	P15056	reviewed	BRAF_HUMAN	Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1)
CCAR1_MOUSE	Q8CH18	reviewed	CCAR1_MOUSE	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1)
BRWD1_HUMAN	Q9NSI6	reviewed	BRWD1_HUMAN	Bromodomain and WD repeat-containing protein 1 (WD repeat-containing protein 9)
BT2A1_HUMAN	Q7KYR7	reviewed	BT2A1_HUMAN	Butyrophilin subfamily 2 member A1
FINC_HUMAN	P02751	reviewed	FINC_HUMAN	Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]
SON_HUMAN	P18583	reviewed	SON_HUMAN	Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3)
HFE_HUMAN	Q30201	reviewed	HFE_HUMAN	Hereditary hemochromatosis protein (HLA-H)
CEAM1_HUMAN	P13688	reviewed	CEAM1_HUMAN	Cell adhesion molecule CEACAM1 (Biliary glycoprotein 1) (BGP-1) (Carcinoembryonic antigen-related cell adhesion molecule 1) (CEA cell adhesion molecule 1) (CD antigen CD66a)
PCD16_HUMAN	Q96JQ0	reviewed	PCD16_HUMAN	Protocadherin-16 (Cadherin-19) (Cadherin-25) (Fibroblast cadherin-1) (Protein dachsous homolog 1)
KCMA1_RAT	Q62976	reviewed	KCMA1_RAT	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog)
REV3L_MOUSE	Q61493	reviewed	REV3L_MOUSE	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3-like) (REV3-like) (Seizure-related protein 4)
VP13F_DICDI	Q54KX3	reviewed	VP13F_DICDI	Intermembrane lipid transfer protein vps13F (Putative vacuolar protein sorting-associated protein 13F)
NALP2_HUMAN	Q9NX02	reviewed	NALP2_HUMAN	NACHT, LRR and PYD domains-containing protein 2 (Nucleotide-binding site protein 1) (PYRIN domain and NACHT domain-containing protein 1) (PYRIN-containing APAF1-like protein 2)
ATPB_MOUSE	P56480	reviewed	ATPB_MOUSE	ATP synthase F(1) complex catalytic subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)
ZFHX3_HUMAN	Q15911	reviewed	ZFHX3_HUMAN	Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3)
DL_DROME	P10041	reviewed	DL_DROME	Neurogenic locus protein delta
PDP1_ARATH	F4K4D6	reviewed	PDP1_ARATH	PWWP domain-containing protein 1
GZL_DROME	Q9VI20	reviewed	GZL_DROME	E3 ubiquitin-protein ligase Godzilla (EC 2.3.2.27)
NDK3_DANRE	Q9PTF3	reviewed	NDK3_DANRE	Nucleoside diphosphate kinase 3 (EC 2.7.4.6) (NM23 nucleoside diphosphate kinase 3)
THAS_HUMAN	P24557	reviewed	THAS_HUMAN	Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)
PER_DROME	P07663	reviewed	PER_DROME	Period circadian protein (Protein clock-6) (CLK-6)
E41L1_HUMAN	Q9H4G0	reviewed	E41L1_HUMAN	Band 4.1-like protein 1 (Erythrocyte membrane protein band 4.1-like 1) (Neuronal protein 4.1) (4.1N)
IPGA1_ARATH	Q8L7S5	reviewed	IPGA1_ARATH	Protein INCREASED PETAL GROWTH ANISOTROPY 1
AIFM1_HUMAN	O95831	reviewed	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)
GGA1_HUMAN	Q9UJY5	reviewed	GGA1_HUMAN	ADP-ribosylation factor-binding protein GGA1 (Gamma-adaptin-related protein 1) (Golgi-localized, gamma ear-containing, ARF-binding protein 1)
OPRM_MOUSE	P42866	reviewed	OPRM_MOUSE	Mu-type opioid receptor (M-OR-1) (MOR-1)
FRU_DROME	Q8IN81	reviewed	FRU_DROME	Sex determination protein fruitless
CE350_MOUSE	E9Q309	reviewed	CE350_MOUSE	Centrosome-associated protein 350 (Cep350)
JKAMP_HUMAN	Q9P055	reviewed	JKAMP_HUMAN	JNK1/MAPK8-associated membrane protein (JKAMP) (JNK1-associated membrane protein) (JAMP) (Medulloblastoma antigen MU-MB-50.4)
STU_ARATH	B5X4Z9	reviewed	STU_ARATH	Protein kinase STUNTED (EC 2.7.11.-)
PEX5_XENLA	A0A1L8FDW4	reviewed	PEX5_XENLA	Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (Peroxin-5)
C2CD5_HUMAN	Q86YS7	reviewed	C2CD5_HUMAN	C2 domain-containing protein 5 (C2 domain-containing phosphoprotein of 138 kDa)
IF122_HUMAN	Q9HBG6	reviewed	IF122_HUMAN	Intraflagellar transport protein 122 homolog (WD repeat-containing protein 10) (WD repeat-containing protein 140)
MCM10_HUMAN	Q7L590	reviewed	MCM10_HUMAN	Protein MCM10 homolog (HsMCM10)
DYHC1_HUMAN	Q14204	reviewed	DYHC1_HUMAN	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)
SIR6_HUMAN	Q8N6T7	reviewed	SIR6_HUMAN	NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6)
ANM5_HUMAN	O14744	reviewed	ANM5_HUMAN	Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]
BMP1_HUMAN	P13497	reviewed	BMP1_HUMAN	Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)
SELM_MOUSE	Q8VHC3	reviewed	SELM_MOUSE	Selenoprotein M (SelM)
AMYB_DROME	P81641	reviewed	AMYB_DROME	Alpha-amylase B (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)
VP13D_DROME	Q9VU08	reviewed	VP13D_DROME	Intermembrane lipid transfer protein Vps13D (Vacuolar protein sorting-associated protein 13D)
NOX4_HUMAN	Q9NPH5	reviewed	NOX4_HUMAN	NADPH oxidase 4 (EC 1.6.3.1) (Kidney oxidase-1) (KOX-1) (Kidney superoxide-producing NADPH oxidase) (Renal NAD(P)H-oxidase)
PGH1_HUMAN	P23219	reviewed	PGH1_HUMAN	Prostaglandin G/H synthase 1 (EC 1.14.99.1) (Cyclooxygenase-1) (COX-1) (Prostaglandin H2 synthase 1) (PGH synthase 1) (PGHS-1) (PHS 1) (Prostaglandin-endoperoxide synthase 1)
CD44_HUMAN	P16070	reviewed	CD44_HUMAN	CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44)
CBPC5_MOUSE	Q09M02	reviewed	CBPC5_MOUSE	Cytosolic carboxypeptidase-like protein 5 (EC 3.4.17.-) (EC 3.4.17.24) (ATP/GTP-binding protein-like 5) (Protein deglutamylase CCP5)
COCA1_HUMAN	Q99715	reviewed	COCA1_HUMAN	Collagen alpha-1(XII) chain
MODI_DROME	B7Z0L8	reviewed	MODI_DROME	Protein modigliani
LRP2_MOUSE	A2ARV4	reviewed	LRP2_MOUSE	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)
UHRF1_MOUSE	Q8VDF2	reviewed	UHRF1_MOUSE	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (RING-type E3 ubiquitin transferase UHRF1) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (mUhrf1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)
PDE1A_HUMAN	P54750	reviewed	PDE1A_HUMAN	Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A (Cam-PDE 1A) (EC 3.1.4.17) (61 kDa Cam-PDE) (hCam-1)
BRD2_HUMAN	P25440	reviewed	BRD2_HUMAN	Bromodomain-containing protein 2 (O27.1.1)
MATN4_HUMAN	O95460	reviewed	MATN4_HUMAN	Matrilin-4
ACACA_MOUSE	Q5SWU9	reviewed	ACACA_MOUSE	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha) (Acetyl-CoA carboxylase 265)
S2512_RAT	F1LX07	reviewed	S2512_RAT	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (Solute carrier family 25 member 12)
CFAB_HUMAN	P00751	reviewed	CFAB_HUMAN	Complement factor B (EC 3.4.21.47) (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment]
CGLR1_DROME	A1ZA55	reviewed	CGLR1_DROME	Cyclic GMP-AMP synthase-like receptor 1 (cGLR1) (EC 2.7.7.-)
RN111_HUMAN	Q6ZNA4	reviewed	RN111_HUMAN	E3 ubiquitin-protein ligase Arkadia (EC 2.3.2.27) (RING finger protein 111) (hRNF111) (RING-type E3 ubiquitin transferase Arkadia)
ATRIP_HUMAN	Q8WXE1	reviewed	ATRIP_HUMAN	ATR-interacting protein (ATM and Rad3-related-interacting protein)
PGM_DROME	Q9VUY9	reviewed	PGM_DROME	Phosphoglucomutase 1 (PGM) (EC 5.4.2.2) (Glucose phosphomutase)
CFA61_HUMAN	Q8NHU2	reviewed	CFA61_HUMAN	Cilia- and flagella-associated protein 61
XPO2_HUMAN	P55060	reviewed	XPO2_HUMAN	Exportin-2 (Exp2) (Cellular apoptosis susceptibility protein) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter)
SRRM2_HUMAN	Q9UQ35	reviewed	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803)
EDNRB_HUMAN	P24530	reviewed	EDNRB_HUMAN	Endothelin receptor type B (ET-B) (ET-BR) (Endothelin receptor non-selective type)
WTS_ARATH	C5I9W9	reviewed	WTS_ARATH	Calcium-permeable cation-selective channel WeiTsing (Ca(2+)-permeable cation-selective channel WeiTsing) (Protein RESISTANCE TO PLASMODIOPHORA BRASSICAE 1)
GFAT1_ARATH	Q9LIP9	reviewed	GFAT1_ARATH	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (AtGFAT) (AtGFAT1) (Glutamine:fructose-6-phosphate amidotransferase 1) (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase GFAT1) (Hexosephosphate aminotransferase GFAT1)
SEPP1_HUMAN	P49908	reviewed	SEPP1_HUMAN	Selenoprotein P (SeP)
ASK1_CANAL	Q5AMH1	reviewed	ASK1_CANAL	DASH complex subunit ASK1 (Outer kinetochore protein ASK1)
CTF18_DROME	Q8IQ05	reviewed	CTF18_DROME	Chromosome transmission fidelity protein 18 homolog (CTF18) (Cutlet protein)
KLH13_HUMAN	Q9P2N7	reviewed	KLH13_HUMAN	Kelch-like protein 13 (BTB and kelch domain-containing protein 2)
IL25_MOUSE	Q8VHH8	reviewed	IL25_MOUSE	Interleukin-25 (IL-25) (Interleukin-17E) (IL-17E)
S402_ARATH	Q9FK78	reviewed	S402_ARATH	Protein S40-2 (AtS40-2)
SED1_YEAST	Q01589	reviewed	SED1_YEAST	Cell wall protein SED1 (Glycoprotein GP260)
TNG2_HUMAN	Q6ICL3	reviewed	TNG2_HUMAN	Transport and Golgi organization protein 2 homolog
MINT_HUMAN	Q96T58	reviewed	MINT_HUMAN	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)
YELLH_DROME	Q9V4C0	reviewed	YELLH_DROME	Dopaminechrome tautomerase (DPT) (EC 5.3.3.-) (Protein yellow-h)
PGM48_ARATH	Q9LSC4	reviewed	PGM48_ARATH	Plastoglobule-localized metallopeptidase 48, chloroplastic (EC 3.4.24.-)
JMJ13_ARATH	F4KIX0	reviewed	JMJ13_ARATH	Lysine-specific demethylase JMJ13 (EC 1.14.11.-) (Jumonji domain-containing protein 13) (AtJMJ13) (Protein JUMONJI 13) (Lysine-specific histone demethylase JMJ13) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ13)
TRPM3_HUMAN	Q9HCF6	reviewed	TRPM3_HUMAN	Transient receptor potential cation channel subfamily M member 3 (Long transient receptor potential channel 3) (LTrpC-3) (LTrpC3) (Melastatin-2) (MLSN2)
ZNG1A_HUMAN	Q9BRT8	reviewed	ZNG1A_HUMAN	Zinc-regulated GTPase metalloprotein activator 1A (EC 3.6.5.-) (Cobalamin synthase W domain-containing protein 1) (COBW domain-containing protein 1) (NPC-A-6 COBW domain-containing protein 1) (NPC-A-6)
P2RX5_MOUSE	Q91VE2	reviewed	P2RX5_MOUSE	P2X purinoceptor 5 (P2X5)
SHAKB_DROME	P33085	reviewed	SHAKB_DROME	Innexin shaking-B (Protein passover)
F151B_MOUSE	D3YUE4	reviewed	F151B_MOUSE	Protein FAM151B
HYD_DROME	P51592	reviewed	HYD_DROME	E3 ubiquitin-protein ligase hyd (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase hyd) (Protein hyperplastic discs)
NDK5_DANRE	Q6DGQ8	reviewed	NDK5_DANRE	Nucleoside diphosphate kinase homolog 5 (3'-5' exonuclease NME5) (EC 3.1.-.-)
ARMC9_MOUSE	Q9D2I5	reviewed	ARMC9_MOUSE	LisH domain-containing protein ARMC9
ZN418_RAT	D3ZVT0	reviewed	ZN418_RAT	Zinc finger protein 418
EPHB2_MOUSE	P54763	reviewed	EPHB2_MOUSE	Ephrin type-B receptor 2 (EC 2.7.10.1) (Neural kinase) (Nuk receptor tyrosine kinase) (Tyrosine-protein kinase receptor EPH-3) (Tyrosine-protein kinase receptor SEK-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2]
UBB_HUMAN	P0CG47	reviewed	UBB_HUMAN	Polyubiquitin-B [Cleaved into: Ubiquitin]
SCY2A_ARATH	F4I313	reviewed	SCY2A_ARATH	SCY1-like protein 2 A (Inactive protein kinase SCYL2A)
NET1_RAT	Q924Z9	reviewed	NET1_RAT	Netrin-1
CSMD1_MOUSE	Q923L3	reviewed	CSMD1_MOUSE	CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1)
ATM_HUMAN	Q13315	reviewed	ATM_HUMAN	Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)
SIN1_HUMAN	Q9BPZ7	reviewed	SIN1_HUMAN	Target of rapamycin complex 2 subunit MAPKAP1 (TORC2 subunit MAPKAP1) (Mitogen-activated protein kinase 2-associated protein 1) (Stress-activated map kinase-interacting protein 1) (SAPK-interacting protein 1) (mSIN1)
MEIS2_HUMAN	O14770	reviewed	MEIS2_HUMAN	Homeobox protein Meis2 (Meis1-related protein 1)
PCM1_HUMAN	Q15154	reviewed	PCM1_HUMAN	Pericentriolar material 1 protein (PCM-1) (hPCM-1)
RAB3I_HUMAN	Q96QF0	reviewed	RAB3I_HUMAN	Rab-3A-interacting protein (Rab3A-interacting protein) (Rabin-3) (Rabin8) (SSX2-interacting protein)
PCNT_MOUSE	P48725	reviewed	PCNT_MOUSE	Pericentrin
PPIA_HUMAN	P62937	reviewed	PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]
HIW_DROME	Q9NB71	reviewed	HIW_DROME	E3 ubiquitin-protein ligase highwire (EC 2.3.2.33) (Protein pam/highwire/rpm-1)
GFAP_MOUSE	P03995	reviewed	GFAP_MOUSE	Glial fibrillary acidic protein (GFAP)
DS_DROME	Q24292	reviewed	DS_DROME	Protein dachsous (Adherin)
XPO5_HUMAN	Q9HAV4	reviewed	XPO5_HUMAN	Exportin-5 (Exp5) (Ran-binding protein 21)
LIPA2_HUMAN	O75334	reviewed	LIPA2_HUMAN	Liprin-alpha-2 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-2) (PTPRF-interacting protein alpha-2)
NBN_XENLA	Q6XV80	reviewed	NBN_XENLA	Nibrin (Nijmegen breakage syndrome protein 1 homolog) (xNBS1)
TLR4_HUMAN	O00206	reviewed	TLR4_HUMAN	Toll-like receptor 4 (hToll) (CD antigen CD284)
KI2L4_HUMAN	Q99706	reviewed	KI2L4_HUMAN	Killer cell immunoglobulin-like receptor 2DL4 (CD158 antigen-like family member D) (G9P) (Killer cell inhibitory receptor 103AS) (KIR-103AS) (MHC class I NK cell receptor KIR103AS) (CD antigen CD158d)
CYTSB_HUMAN	Q5M775	reviewed	CYTSB_HUMAN	Cytospin-B (Nuclear structure protein 5) (NSP5) (Sperm antigen HCMOGT-1) (Sperm antigen with calponin homology and coiled-coil domains 1)
SRS10_HUMAN	O75494	reviewed	SRS10_HUMAN	Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)
ABCG4_MOUSE	Q91WA9	reviewed	ABCG4_MOUSE	ATP-binding cassette subfamily G member 4 (EC 7.6.2.-) (ATP-binding cassette transporter White2)
S22A6_HUMAN	Q4U2R8	reviewed	S22A6_HUMAN	Solute carrier family 22 member 6 (Organic anion transporter 1) (hOAT1) (PAH transporter) (hPAHT) (Renal organic anion transporter 1) (hROAT1)
IYD1_HUMAN	Q6PHW0	reviewed	IYD1_HUMAN	Iodotyrosine deiodinase 1 (IYD-1) (EC 1.21.1.1) (Iodotyrosine dehalogenase 1)
CCDB1_HUMAN	O95273	reviewed	CCDB1_HUMAN	Cyclin-D1-binding protein 1 (Grap2 and cyclin-D-interacting protein) (Human homolog of Maid)
C1S_HUMAN	P09871	reviewed	C1S_HUMAN	Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain]
ITF2_HUMAN	P15884	reviewed	ITF2_HUMAN	Transcription factor 4 (TCF-4) (Class B basic helix-loop-helix protein 19) (bHLHb19) (Immunoglobulin transcription factor 2) (ITF-2) (SL3-3 enhancer factor 2) (SEF-2)
FLNC_MOUSE	Q8VHX6	reviewed	FLNC_MOUSE	Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)
RA51B_HUMAN	O15315	reviewed	RA51B_HUMAN	DNA repair protein RAD51 homolog 2 (R51H2) (RAD51 homolog B) (Rad51B) (RAD51-like protein 1)
BDP1_HUMAN	A6H8Y1	reviewed	BDP1_HUMAN	Transcription factor TFIIIB component B'' homolog (Transcription factor IIIB 150) (TFIIIB150) (Transcription factor-like nuclear regulator)
ASH1L_HUMAN	Q9NR48	reviewed	ASH1L_HUMAN	Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.359) (EC 2.1.1.367) (ASH1-like protein) (huASH1) (Absent small and homeotic disks protein 1 homolog) (Lysine N-methyltransferase 2H)
ERG3_CANAL	Q59VG6	reviewed	ERG3_CANAL	Delta(7)-sterol 5(6)-desaturase ERG3 (EC 1.14.19.20) (C-5 sterol desaturase ERG3) (Ergosterol Delta(5,6) desaturase erg3) (Ergosterol biosynthesis protein 3) (Sterol-C5-desaturase ERG3)
SCN7A_MOUSE	B1AYL1	reviewed	SCN7A_MOUSE	Sodium channel protein type 7 subunit alpha (Nax channel) (Sodium channel Nav2.3)
O3L1_ARATH	Q9C593	reviewed	O3L1_ARATH	Protein OXIDATIVE STRESS 3 LIKE 1 (AtO3L1)
NP1L1_RAT	Q9Z2G8	reviewed	NP1L1_RAT	Nucleosome assembly protein 1-like 1 (NAP-1-related protein)
T163A_DANRE	B0UY98	reviewed	T163A_DANRE	Transmembrane protein 163a
DMD_MOUSE	P11531	reviewed	DMD_MOUSE	Dystrophin
KCC2G_HUMAN	Q13555	reviewed	KCC2G_HUMAN	Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17)
ITAV_HUMAN	P06756	reviewed	ITAV_HUMAN	Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]
PUR1_MOUSE	Q8CIH9	reviewed	PUR1_MOUSE	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPAT)
CIROP_XENLA	A0A1L8HYT7	reviewed	CIROP_XENLA	Ciliated left-right organizer metallopeptidase (EC 3.4.24.-) (Leishmanolysin-like peptidase 2)
RL16A_CANAL	Q5AB87	reviewed	RL16A_CANAL	Large ribosomal subunit protein uL13 (60S ribosomal protein L16-A)
ESMD_DROME	Q01071	reviewed	ESMD_DROME	Enhancer of split mdelta protein (E(spl)mdelta) (HLH-mdelta) (Split locus enhancer protein mC)
P73_HUMAN	O15350	reviewed	P73_HUMAN	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
SF01_HUMAN	Q15637	reviewed	SF01_HUMAN	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)
PRLR_HUMAN	P16471	reviewed	PRLR_HUMAN	Prolactin receptor (PRL-R)
IL32_HUMAN	P24001	reviewed	IL32_HUMAN	Interleukin-32 (IL-32) (Natural killer cells protein 4) (Tumor necrosis factor alpha-inducing factor)
ANK3_MOUSE	G5E8K5	reviewed	ANK3_MOUSE	Ankyrin-3 (ANK-3) (Ankyrin-G)
DOA_HUMAN	P06340	reviewed	DOA_HUMAN	HLA class II histocompatibility antigen, DO alpha chain (MHC DN-alpha) (MHC DZ alpha) (MHC class II antigen DOA)
LAMA1_HUMAN	P25391	reviewed	LAMA1_HUMAN	Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha)
CECA2_DROME	C0HKQ8	reviewed	CECA2_DROME	Cecropin-A2
A1CF_HUMAN	Q9NQ94	reviewed	A1CF_HUMAN	APOBEC1 complementation factor (APOBEC1-stimulating protein)
SOP13_ARATH	Q8LE06	reviewed	SOP13_ARATH	Serine rich endogenous peptide 13 (AtSCOOP13) (Phytocytokine SCOOP13) (Precursor of serine rich endogenous peptide phytocytokine 13) (Secreted transmembrane peptide 1)
RHG05_HUMAN	Q13017	reviewed	RHG05_HUMAN	Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B)
NFAC2_HUMAN	Q13469	reviewed	NFAC2_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)
SACA6_DANRE	A0A8M9PDM1	reviewed	SACA6_DANRE	Sperm acrosome membrane-associated protein 6
DNM3B_HUMAN	Q9UBC3	reviewed	DNM3B_HUMAN	DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB)
GDS1_DROME	A1Z6S7	reviewed	GDS1_DROME	GTPase-GDP dissociation stimulator vimar
ATF2_HUMAN	P15336	reviewed	ATF2_HUMAN	Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (cAMP response element-binding protein CRE-BP1)
PEPD_HUMAN	P12955	reviewed	PEPD_HUMAN	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)
SC23A_ARATH	Q84WV4	reviewed	SC23A_ARATH	Protein transport protein SEC23 A (AtSEC23A) (Protein transport protein SEC23/SEC24-like 2) (AtSec23/Sec24L2)
IOD2_MOUSE	Q9Z1Y9	reviewed	IOD2_MOUSE	Type II iodothyronine deiodinase (EC 1.21.99.4) (5DII) (DIOII) (Type 2 DI) (Type-II 5'-deiodinase)
BIN1_HUMAN	O00499	reviewed	BIN1_HUMAN	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1)
SON_MOUSE	Q9QX47	reviewed	SON_MOUSE	Protein SON (Negative regulatory element-binding protein) (NRE-binding protein)
MDC1_HUMAN	Q14676	reviewed	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1)
TET_DROME	M9NEY8	reviewed	TET_DROME	Methylcytosine dioxygenase TET (EC 1.14.11.80) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase) (EC 1.14.11.51)
FIP1_HUMAN	Q6UN15	reviewed	FIP1_HUMAN	Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)
CDN2A_MOUSE	P51480	reviewed	CDN2A_MOUSE	Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A) (CDK4I) (p16-INK4a) (p16-INK4)
ABR_MOUSE	Q5SSL4	reviewed	ABR_MOUSE	Active breakpoint cluster region-related protein
DAF_HUMAN	P08174	reviewed	DAF_HUMAN	Complement decay-accelerating factor (CD antigen CD55)
BT3A2_HUMAN	P78410	reviewed	BT3A2_HUMAN	Butyrophilin subfamily 3 member A2
GDS1_HUMAN	P52306	reviewed	GDS1_HUMAN	Rap1 GTPase-GDP dissociation stimulator 1 (Exchange factor smgGDS) (SMG GDS protein) (SMG P21 stimulatory GDP/GTP exchange protein)
OPRM_HUMAN	P35372	reviewed	OPRM_HUMAN	Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP)
ZAR2B_XENLA	K7SGN7	reviewed	ZAR2B_XENLA	Zygote arrest protein 2.L (Protein A8) (Zygote arrest protein 2B)
